104.7616 	 46.99693	 0.152739644601603	 0.005197074	 0.001
104.7617 	 46.99761	 0.15273337886958835	 0.07864343	 0.006000001
104.7619 	 46.99915	 0.15271213821259155	 0.1512364	 0.011
104.7622 	 47.00151	 0.1526982279384532	 0.2253111	 0.016
104.7626 	 47.00466	 0.15266147130440616	 0.3000765	 0.02099999
104.7631 	 47.00858	 0.1526134572966838	 0.3750654	 0.02599998
104.7637 	 47.01324	 0.152551061775925	 0.4513033	 0.03099998
104.7645 	 47.01865	 0.15247896222452514	 0.5270267	 0.03599998
104.7653 	 47.02478	 0.1524190799778892	 0.6023836	 0.04099999
104.7661 	 47.03163	 0.15230936858110886	 0.678442	 0.046
104.7671 	 47.0392	 0.15217469897602495	 0.754939	 0.05100001
104.7681 	 47.04749	 0.1520528924475283	 0.83115	 0.05600002
104.7692 	 47.0565	 0.15188670219615338	 0.9066858	 0.06100003
104.7703 	 47.06624	 0.15167832733675776	 0.982762	 0.06600004
104.7715 	 47.0767	 0.15148178580969068	 1.058938	 0.07100005
104.7728 	 47.08788	 0.1512209114463951	 1.134368	 0.07600006
104.7741 	 47.09979	 0.15094586500957333	 1.209965	 0.08100007
104.7754 	 47.11243	 0.1506398913384062	 1.285188	 0.08600008
104.7768 	 47.12581	 0.15028457720928518	 1.359956	 0.0910001
104.7783 	 47.13992	 0.14990056986726139	 1.435886	 0.09600011
104.7797 	 47.15476	 0.14947743224340787	 1.509863	 0.1010001
104.7812 	 47.17033	 0.1490053032274509	 1.584037	 0.1060001
104.7828 	 47.18664	 0.14850413193274073	 1.658869	 0.1110001
104.7843 	 47.20368	 0.1479652964327725	 1.732511	 0.1160001
104.7859 	 47.22146	 0.1473866325192738	 1.807359	 0.1210002
104.7875 	 47.23998	 0.14677210208964658	 1.880637	 0.126
104.7892 	 47.25923	 0.14609891114385987	 1.954382	 0.126
104.7908 	 47.27922	 0.1453754547156157	 2.028039	 0.126
104.7924 	 47.29994	 0.14459777090751205	 2.101267	 0.126
104.794 	 47.32141	 0.14377427220654357	 2.175358	 0.126
104.7957 	 47.34362	 0.1429366886985115	 2.249332	 0.126
104.7974 	 47.36656	 0.14208329250745633	 2.322513	 0.126
104.7991 	 47.39025	 0.14118277242659732	 2.396365	 0.126
104.8009 	 47.41468	 0.14025783518950297	 2.470155	 0.126
104.8027 	 47.43985	 0.13931230306723502	 2.544121	 0.126
104.8045 	 47.46576	 0.138336489482445	 2.618365	 0.126
104.8064 	 47.4924	 0.13732882363880608	 2.691782	 0.126
104.8083 	 47.51979	 0.13629515238931242	 2.765791	 0.126
104.8102 	 47.54793	 0.13523938527148854	 2.839595	 0.126
104.8121 	 47.57681	 0.13415094559006732	 2.913091	 0.126
104.814 	 47.60642	 0.13303046166357949	 2.987368	 0.126
104.816 	 47.63678	 0.1318809005517534	 3.061254	 0.126
104.8179 	 47.66787	 0.13071102380743413	 3.135313	 0.126
104.8199 	 47.69971	 0.12951271564959985	 3.208575	 0.126
104.8219 	 47.73229	 0.12828032121147415	 3.282887	 0.126
104.8239 	 47.76562	 0.1270248709739296	 3.35637	 0.126
104.8258 	 47.79968	 0.12574036100433933	 3.430589	 0.126
104.8278 	 47.83449	 0.124425604478812	 3.503704	 0.126
104.8298 	 47.87004	 0.12308486000072247	 3.578301	 0.126
