104.7616	46.99693	0	0	0	0
104.7617	46.99761	0	0	0	0
104.7619	46.99915	0	0	0	0
104.7622	47.00151	0	0	0	0
104.7626	47.00466	0	0	0	0
104.7631	47.00858	0	0	0	0
104.7637	47.01324	0	0	0	0
104.7645	47.01865	0	0	0	0
104.7653	47.02478	0	0	0	0
104.7661	47.03163	0	0	0	0
104.7671	47.0392	0	0	0	0
104.7681	47.04749	0	0	0	0
104.7692	47.0565	0	0	0	0
104.7703	47.06624	0	0	0	0
104.7715	47.0767	0	0	0	0
104.7728	47.08788	0	0	0	0
104.7741	47.09979	0	0	0	0
104.7754	47.11243	0	0	0	0
104.7768	47.12581	0	0	0	0
104.7783	47.13992	0	0	0	0
104.7797	47.15476	0	0	0	0
104.7812	47.17033	0	0	0	0
104.7828	47.18664	0	0	0	0
104.7843	47.20368	0	0	0	0
104.7859	47.22146	0	0	0	0
104.7875	47.23998	0	0	0	0
104.7892	47.25923	0	0	0	0
104.7908	47.27922	0	0	0	0
104.7924	47.29994	0	0	0	0
104.794	47.32141	0	0	0	0
104.7957	47.34362	0	0	0	0
104.7974	47.36656	0	0	0	0
104.7991	47.39025	0	0	0	0
104.8009	47.41468	0	0	0	0
104.8027	47.43985	0	0	0	0
104.8045	47.46576	0	0	0	0
104.8064	47.4924	0	0	0	0
104.8083	47.51979	0	0	0	0
104.8102	47.54793	0	0	0	0
104.8121	47.57681	0	0	0	0
104.814	47.60642	0	0	0	0
104.816	47.63678	0	0	0	0
104.8179	47.66787	0	0	0	0
104.8199	47.69971	0	0	0	0
104.8219	47.73229	0	0	0	0
104.8239	47.76562	0	0	0	0
104.8258	47.79968	0	0	0	0
104.8278	47.83449	0	0	0	0
104.8298	47.87004	0	0	0	0
104.8317	47.90633	0	0	0	0
104.8337	47.94336	0	0	0	0
104.8356	47.98114	0	0	0	0
104.8378	48.02354	0	0	0	0
104.8397	48.06288	0	0	0	0
104.8415	48.10295	0	0	0	0
104.8434	48.14377	0	0	0	0
104.8452	48.18532	0	0	0	0
104.847	48.22762	0	0	0	0
104.8487	48.27066	0	0	0	0
104.8504	48.31445	0	0	0	0
104.8521	48.35897	0	0	0	0
104.8537	48.40423	0	0	0	0
104.8553	48.45024	0	0	0	0
104.8568	48.49699	0	0	0	0
104.8582	48.54448	0	0	0	0
104.8596	48.59271	0	0	0	0
104.8609	48.64168	0	0	0	0
104.8623	48.69641	0	0	0	0
104.8635	48.74497	0	0	0	0
104.8647	48.79276	0	0	0	0
104.8659	48.84146	0	0	0	0
104.8669	48.89104	0	0	0	0
104.8679	48.93946	0	0	0	0
104.8688	48.98719	0	0	0	0
104.8697	49.0359	0	0	0	0
104.8704	49.08551	0	0	0	0
104.8711	49.13436	0	0	0	0
104.8717	49.18211	0	0	0	0
104.8723	49.23086	0	0	0	0
104.8728	49.28052	0	0	0	0
104.8732	49.32978	0	0	0	0
104.8735	49.37759	0	0	0	0
104.8737	49.4313	0	0	0	0
104.8738	49.48108	0	0	0	0
104.8739	49.53045	0	0	0	0
104.8739	49.57833	0	0	0	0
104.8737	49.62719	0	0	0	0
104.8735	49.67695	0	0	0	0
104.8732	49.7266	0	0	0	0
104.8729	49.77449	0	0	0	0
104.8724	49.8233	0	0	0	0
104.8718	49.87301	0	0	0	0
104.8711	49.92287	0	0	0	0
104.8704	49.97078	0	0	0	0
104.8696	50.01951	0	0	0	0
104.8686	50.06913	0	0	0	0
104.8675	50.11914	0	0	0	0
104.8664	50.17192	0	0	0	0
104.8652	50.22065	0	0	0	0
104.8638	50.27026	0	0	0	0
104.8623	50.32027	0	0	0	0
104.8609	50.36822	0	0	0	0
104.8593	50.41685	0	0	0	0
104.8576	50.46638	0	0	0	0
104.8557	50.51647	0	0	0	0
104.8539	50.56449	0	0	0	0
104.852	50.61301	0	0	0	0
104.8499	50.66243	0	0	0	0
104.8476	50.71256	0	0	0	0
104.8455	50.76071	0	0	0	0
