[-6.0648036e-01  9.8557770e-04  8.6651602e+00]	 [-5.680289e-01 -4.428048e-03  8.814428e+00]	
[-0.66035885 -0.01174764  8.730112  ]	 [-5.852726e-01 -4.884824e-03  8.792316e+00]	
[-6.4405453e-01 -1.9417256e-03  1.0268743e+01]	 [-0.6714058  -0.06160983 10.24694   ]	
[-0.4087901 -0.0623052 11.790568 ]	 [-0.4190998 -0.0689978 11.7617   ]	
[-0.8335327   0.03503765 10.398523  ]	 [-0.8105035   0.03778718 10.31557   ]	
[-0.25820148  0.04683627  8.722724  ]	 [-0.2413802   0.05042022  8.731089  ]	
[ 0.8108197  -0.07095198 10.06755   ]	 [ 0.7739186  -0.05919702  9.857329  ]	
[ 1.0751084e+00 -7.2203130e-03  9.7878981e+00]	 [ 1.026412   -0.02172581  9.924806  ]	
[ 1.5027286  -0.02147953  9.737936  ]	 [ 1.534441   -0.04290595  9.749589  ]	
[1.8868711  0.14358588 8.39515   ]	 [1.964667   0.08627514 8.480294  ]	
[2.1147890e+00 5.1142275e-04 9.5771198e+00]	 [ 2.277517 -0.149816  9.164555]	
[1.7336379e+00 6.7203194e-03 8.6596346e+00]	 [1.681574e+00 6.920062e-03 8.338476e+00]	
[1.1635832  0.03912486 6.910755  ]	 [1.176554   0.03089956 6.928217  ]	
[ 1.8434613  -0.09163095  7.9498415 ]	 [ 1.874122   -0.08312361  7.928903  ]	
[ 2.5243802  -0.04163097  8.437144  ]	 [2.50008    0.03932156 8.467897  ]	
[ 2.053043  -0.0286548  8.136271 ]	 [ 2.256364  -0.1572452  7.783903 ]	
[1.2604275  0.04464747 6.5369196 ]	 [1.341843   0.03206586 6.527895  ]	
[1.1337378  0.03316619 4.878519  ]	 [1.154823   0.02309509 5.014483  ]	
[ 1.581823   -0.05829994  6.2238617 ]	 [ 1.622486   -0.05968791  6.303954  ]	
[ 2.0611224  -0.08844487  7.532551  ]	 [ 2.036505   -0.08942439  7.642118  ]	
[1.8063314 0.1713502 6.4054394]	 [2.093002  0.0075735 6.373499 ]	
[ 2.199648   -0.07702114  7.734296  ]	 [ 2.315217  -0.1016725  7.584814 ]	
[1.5834287  0.10356553 6.518917  ]	 [1.633305  0.0133789 6.407737 ]	
[ 1.8888662  -0.07077955  7.6224117 ]	 [ 1.959698   -0.08169751  7.69029   ]	
[1.75472    0.11343162 6.53992   ]	 [ 1.972515   -0.01932716  6.488463  ]	
[ 2.1594114  -0.08543424  7.830392  ]	 [ 2.195797   -0.09007382  7.787865  ]	
[1.6593158 0.0460458 6.616596 ]	 [1.741241e+00 4.725337e-03 6.555182e+00]	
[ 1.8991187  -0.07476477  7.93452   ]	 [ 1.891762  -0.0793433  7.930268 ]	
[ 1.4021566e+00 -6.7657679e-03  8.1837950e+00]	 [ 1.327078   -0.01964799  8.180925  ]	
[ 0.47415823 -0.04420207  9.91377   ]	 [ 0.5044842  -0.05131212  9.713746  ]	
[ 0.65418684 -0.07410525 11.194316  ]	 [ 0.630991   -0.07078158 11.19625   ]	
[-0.09345376  0.06995966  9.800668  ]	 [-0.04248905  0.05189282  9.728382  ]	
[1.258158   0.10582389 8.04166   ]	 [1.214618  0.2398116 8.058828 ]	
[0.83294326 0.0429609  9.586622  ]	 [ 1.442751  -0.3106992  9.325344 ]	
[0.21810749 0.07418384 7.9862823 ]	 [-0.041152    0.07344089  7.890002  ]	
[ 0.6943077  -0.11089192  9.150077  ]	 [ 0.8363867  -0.05646471  9.038037  ]	
[ 1.0570526e+00 -2.8347224e-03  8.9956217e+00]	 [ 1.05461    -0.02225317  9.159138  ]	
[ 0.7511443  -0.05544798 10.741772  ]	 [ 0.7402319  -0.06299379 10.65251   ]	
[ 1.145371   -0.01241754 10.524709  ]	 [ 1.155029  -0.0281051 10.58606  ]	
[1.3729435  0.03551938 9.1485195 ]	 [ 1.434349   -0.01226892  9.286033  ]	
[ 1.4300969  -0.10718946  9.360007  ]	 [ 1.247122   -0.01753507  9.205036  ]	
[ 0.9598106  -0.05945621 10.802786  ]	 [ 0.9576516  -0.06890241 10.71641   ]	
[1.0595582  0.05360378 9.317668  ]	 [1.086537   0.02669544 9.303629  ]	
[ 1.4248774  -0.06384991 10.609512  ]	 [ 1.451135   -0.08265688 10.51277   ]	
[1.0289875  0.01616503 9.299869  ]	 [1.001635   0.03483531 9.198834  ]	
[ 1.1579578  -0.07634608 10.571679  ]	 [ 1.15537    -0.07433438 10.58652   ]	
[ 1.379123   -0.02619515 10.523574  ]	 [ 1.343874   -0.03412552 10.5546    ]	
[1.2228608  0.02803303 9.123041  ]	 [1.239142   0.02671445 9.11362   ]	
[ 1.3410761  -0.06263439 10.504838  ]	 [ 1.34372   -0.0789321 10.45694  ]	
[1.4916618  0.01779075 9.249636  ]	 [ 1.491815e+00 -2.637560e-03  9.189454e+00]	
[1.5034022  0.00878216 7.7181206 ]	 [1.568079e+00 1.887977e-04 7.766570e+00]	
[ 1.5907452  -0.03457497  7.656266  ]	 [ 1.603112   -0.02846285  7.646479  ]	
[ 1.4858534  -0.07571749  9.382445  ]	 [ 1.46953    -0.07465518  9.178296  ]	
[ 0.7959445  -0.05547957 10.867461  ]	 [ 0.7928944  -0.06655614 10.80301   ]	
[-0.32449943 -0.06168596 12.193706  ]	 [-0.331481   -0.06729288 12.12932   ]	
[-0.8357235   0.02209641 10.814602  ]	 [-0.7813849   0.04310075 10.68064   ]	
[-1.0823501  -0.09912227 11.947779  ]	 [-1.068902   -0.08194423 12.03295   ]	
[-1.0467638   0.03136458 10.670577  ]	 [-1.015673    0.03758745 10.59016   ]	
[-0.2583909   0.07869814  8.992339  ]	 [-0.2329978   0.05238741  9.10345   ]	
[ 0.40497005 -0.03096275 10.546924  ]	 [ 0.3401487  -0.05792184 10.54071   ]	
[ 0.3214382  -0.05534725 12.046502  ]	 [ 0.2895813  -0.06960475 12.02466   ]	
[1.15908384e-01 9.37731564e-03 1.20502253e+01]	 [ 1.329942e-01 -3.090093e-03  1.204794e+01]	
[-2.1545035e-01 -4.0479749e-03  1.2031032e+01]	 [-2.023134e-01 -1.123196e-03  1.201863e+01]	
[ 0.03558332 -0.03330134 11.97811   ]	 [-1.558447e-02 -3.710706e-04  1.199950e+01]	
[-0.4595899  -0.05650489 13.39604   ]	 [-0.5030596  -0.07854277 13.42909   ]	
[-0.87440026  0.03083982 12.089165  ]	 [-0.8450366   0.04413311 11.98039   ]	
[-0.5283082  -0.11314414 13.376908  ]	 [-0.496564   -0.07153548 13.36623   ]	
[-0.05144876  0.08126076 11.923025  ]	 [-0.08482035  0.06348164 11.88174   ]	
[ 0.81754875  0.06093211 10.22161   ]	 [ 0.7345685   0.03712784 10.39413   ]	
[ 0.34799898 -0.078292   11.774299  ]	 [ 0.3333156  -0.06074219 11.75851   ]	
[ 2.6916567e-02 -1.0037169e-02  1.1838168e+01]	 [ 1.617146e-02 -2.992790e-03  1.177429e+01]	
[-0.13795632  0.02212127 11.5413265 ]	 [-1.247206e-01 -2.947594e-04  1.175309e+01]	
[-1.3196394e-01  1.9141585e-03  1.1538383e+01]	 [-1.535538e-01 -5.648532e-04  1.173520e+01]	
[-0.03122538  0.03364076 11.668376  ]	 [-2.799690e-02  1.830778e-04  1.171277e+01]	
[-2.1033746e-01  1.9935519e-03  1.1633214e+01]	 [-2.139169e-01 -1.234870e-03  1.169028e+01]	
[-3.4336892e-01 -4.7710389e-03  1.1633243e+01]	 [-3.589152e-01 -2.942434e-03  1.166337e+01]	
[-1.6695186e-01  6.3450634e-04  1.1627195e+01]	 [-1.837900e-01 -1.513156e-04  1.164562e+01]	
[-0.32255733 -0.02887599 13.106168  ]	 [-0.3680512 -0.07385   13.103    ]	
[-1.6960329e-01 -1.0285065e-02  1.3168818e+01]	 [-1.628373e-01 -4.026680e-03  1.313442e+01]	
[-0.44113564  0.04861756 11.695832  ]	 [-0.4454457   0.05934469 11.59515   ]	
[0.06046096 0.05950482 9.973812  ]	 [ 0.02815306  0.05674306 10.06455   ]	
[-1.4917326   0.15115221  8.852973  ]	 [-1.251023   0.2845277  8.351099 ]	
[-0.4586519  -0.25013262  7.126276  ]	 [-0.1754726 -0.1147017  7.055726 ]	
[-1.6259422  0.3300578  5.7932177]	 [-1.350814  0.16752   4.715904]	
[ 0.05202859 -0.30442357  4.1234703 ]	 [ 0.1616646  -0.07558311  3.654338  ]	
[ 0.14751515 -0.06660977  2.6937351 ]	 [0.04879779 0.02690246 2.126635  ]	
[-1.4715202   0.05784972  4.199313  ]	 [-1.090131   -0.02959191  2.237341  ]	
[-2.1274045  0.7492617  3.4899967]	 [-0.4756314   0.00989423  1.030549  ]	
[-1.0728353   0.36994237  2.0719905 ]	 [ 0.03053604 -0.00100548 -0.00301821]	
[-0.72367704  0.19016676  2.1528163 ]	 [-0.4518524 -0.008384   1.34486  ]	
[-0.02048798  0.0163843   1.4837424 ]	 [-0.07470345 -0.0071091   1.450458  ]	
[-0.06549032 -0.01449911  2.9112434 ]	 [-0.07027006 -0.01689948  2.968711  ]	
[-0.33085716 -0.02560426  4.470889  ]	 [-0.3540859  -0.02649444  4.45166   ]	
[-1.1453434   0.02105124  5.4984026 ]	 [-1.271646   -0.04955453  5.514053  ]	
[-0.96490693 -0.087732    7.125637  ]	 [-0.8358362 -0.0440117  7.142533 ]	
[-0.9988893 -0.0538054  8.780099 ]	 [-1.042183   -0.06346974  8.608636  ]	
[-1.2720363  -0.01841305  8.67347   ]	 [-1.279543   -0.02521805  8.567991  ]	
[-1.2674499 -0.030977   8.465406 ]	 [-1.264943   -0.02053021  8.552264  ]	
[-1.0596471e+00 -6.9598407e-03  8.6028004e+00]	 [-1.071219   -0.01366982  8.584243  ]	
[-1.046985   -0.09290354 10.162608  ]	 [-1.084577   -0.06973839 10.03318   ]	
[-1.26311   -0.0666701 11.462989 ]	 [-1.266603   -0.09053489 11.46951   ]	
[-1.0984261  -0.08679669 12.999869  ]	 [-1.087061  -0.0955575 13.05781  ]	
[ 0.16282934  0.10616608 11.5777    ]	 [ 0.1975458   0.05388807 11.62446   ]	
[ 1.265584   0.0593325 10.402816 ]	 [ 1.215781    0.07392441 10.28024   ]	
[ 1.4241035 -0.0462402  9.988349 ]	 [ 1.467322   -0.07671599  9.979987  ]	
[0.8665944  0.05957015 8.487575  ]	 [0.8506913  0.04815442 8.567787  ]	
[ 0.8491173 -0.0702524 10.000654 ]	 [ 0.8245237  -0.06123991 10.01456   ]	
[ 1.0779961  -0.07595782 11.4838915 ]	 [ 1.079605   -0.08592727 11.4721    ]	
[ 1.0216529  -0.07953386 13.009764  ]	 [ 1.043355   -0.09344386 12.98433   ]	
[ 1.035067    0.04891028 11.783296  ]	 [ 1.052123    0.03498115 11.62146   ]	
[ 1.3298638e+00 -8.5468739e-03  1.0201829e+01]	 [ 1.390278    0.02053066 10.30454   ]	
[ 0.82518965  0.01522781 10.090144  ]	 [ 8.224006e-01 -4.495330e-03  1.023969e+01]	
[ 1.0583389  -0.02190058 10.140712  ]	 [ 1.096309  -0.0192679 10.1706   ]	
[ 1.4304979  -0.03916751 10.033823  ]	 [ 1.446597   -0.03547733 10.06275   ]	
[1.6287671 0.0180604 8.779014 ]	 [1.646321e+00 7.174946e-03 8.752287e+00]	
[1.6613197  0.01216175 8.675804  ]	 [ 1.643159   -0.03300504  8.628713  ]	
[ 1.6996863  -0.03209458  8.573992  ]	 [ 1.709331   -0.03661121  8.5782    ]	
[ 1.6159180e+00 -5.3165853e-04  8.5280676e+00]	 [ 1.616671   -0.03315637  8.592677  ]	
[ 1.7694318  -0.09128372 10.00851   ]	 [ 1.798209   -0.09290324  9.888298  ]	
[1.6171088  0.06317307 8.830334  ]	 [1.617512e+00 3.122538e-03 8.720347e+00]	
[ 1.0060592  -0.05729298 10.2527275 ]	 [ 1.020898   -0.06168307 10.21828   ]	
[ 0.83895314 -0.07287936 11.703616  ]	 [ 0.8134198  -0.07666653 11.75089   ]	
[ 0.21653813 -0.05002145 13.241277  ]	 [ 0.1938829  -0.07441715 13.27582   ]	
[ 0.16445297 -0.08056645 14.855054  ]	 [ 0.138454   -0.08411308 14.77895   ]	
[-0.19861805 -0.07433622 16.328697  ]	 [-0.2003083  -0.09337246 16.26455   ]	
[-0.61934793  0.06791218 14.902152  ]	 [-0.5675359   0.07088937 14.71215   ]	
[-0.0206716   0.06934793 13.185941  ]	 [-0.03343725  0.07463424 13.20293   ]	
[ 0.22407818  0.01408787 12.641896  ]	 [2.293649e-01 3.406443e-04 1.313696e+01]	
[-0.6086738   0.02000757 12.845967  ]	 [-6.597500e-01 -1.222393e-02  1.303836e+01]	
[ 0.01716394  0.10554756 11.430203  ]	 [4.166603e-03 6.324127e-02 1.153468e+01]	
[-0.02686232  0.09647627  9.901213  ]	 [ 0.05301142  0.0562752  10.00305   ]	
[-0.99268496 -0.0732495  11.204109  ]	 [-1.085949   -0.06947604 10.70516   ]	
[-1.0827143  -0.11205797 12.178559  ]	 [-1.061689  -0.1047972 12.57038  ]	
[-1.0496259   0.04370226 11.27999   ]	 [-1.034782    0.03527315 11.22696   ]	
[-0.89477     0.02357812  9.711329  ]	 [-0.8754807   0.04531711  9.634876  ]	
[-0.8335837 -0.0158584  9.572228 ]	 [-8.164713e-01 -8.119076e-03  9.584682e+00]	
[-1.035692   -0.03554414  9.487767  ]	 [-1.10461    -0.01945857  9.510923  ]	
[-1.2543937   0.01548688  8.066366  ]	 [-1.297772    0.01619497  8.059785  ]	
[-1.2082455  -0.07045887  9.571925  ]	 [-1.165689   -0.06432302  9.469774  ]	
[-1.0700661  -0.03857265 10.961167  ]	 [-1.066993   -0.07965045 11.01078   ]	
[-0.28398558 -0.07213192 12.574998  ]	 [-0.3140941  -0.07034715 12.55494   ]	
[ 0.19071579 -0.06558137 14.05304   ]	 [ 0.2005126 -0.0805164 14.03925  ]	
[6.6629124e-01 4.6653301e-03 1.4027427e+01]	 [ 0.6712492  -0.01453008 13.99723   ]	
[ 0.5016848   0.09149273 12.577805  ]	 [ 0.5679669  0.0622367 12.49269  ]	
[ 0.81760347 -0.0820667  13.951633  ]	 [ 0.8083336  -0.08534173 13.89306   ]	
[ 5.9951758e-01 -2.4068207e-03  1.4046756e+01]	 [ 5.900064e-01 -1.059665e-02  1.392461e+01]	
[ 0.87447226 -0.02425425 13.966565  ]	 [ 0.857571   -0.01701548 13.86305   ]	
[ 0.9502665   0.05692591 12.517352  ]	 [ 0.9719572   0.04413997 12.43473   ]	
[ 0.97883093  0.05376484 11.019265  ]	 [ 0.9654477   0.04631454 10.85004   ]	
[ 0.7563882  -0.06430469 12.218018  ]	 [ 0.7374668  -0.07025286 12.2187    ]	
[ 0.61204505 -0.06985347 13.727555  ]	 [ 0.6086974  -0.08466332 13.73338   ]	
[ 0.27907515  0.06795038 12.3365755 ]	 [ 0.2553992   0.06457769 12.24368   ]	
[-5.9560227e-01  3.6612302e-03  1.0767987e+01]	 [-0.5862677   0.04737899 10.75434   ]	
[-1.11062     0.02509154  9.23988   ]	 [-1.133595e+00  8.181520e-03  9.265418e+00]	
[-1.2133244  -0.03658108  9.249524  ]	 [-1.225488   -0.01892154  9.15764   ]	
[-1.2281126  -0.03845029 10.643078  ]	 [-1.228004   -0.07889704 10.63593   ]	
[-0.749514   -0.06374203 12.233899  ]	 [-0.7419146  -0.07641573 12.20938   ]	
[ 0.4938016  -0.09174256 13.629056  ]	 [ 0.4439309  -0.06967562 13.40239   ]	
[ 0.8029427  -0.02007382 13.434039  ]	 [ 0.7941574  -0.02418449 13.53117   ]	
[ 1.5402086 -0.0212789 13.529465 ]	 [ 1.383472   0.1135715 13.33197  ]	
[ 1.5398569  -0.01869909 12.596137  ]	 [ 1.462034    0.02167544 12.47948   ]	
[ 0.83463866 -0.03714405 11.146466  ]	 [ 0.8685083 -0.034692  11.17198  ]	
[-0.16435084  0.07042904  9.5994005 ]	 [-0.182143    0.07721676  9.658403  ]	
[-0.31517512 -0.06141911 11.196018  ]	 [-0.3294334  -0.06234602 11.07747   ]	
[-0.2541459 -0.0589209 12.608985 ]	 [-0.2450266  -0.07193009 12.58422   ]	
[-0.5728886   0.06219269 11.212741  ]	 [-0.5707924   0.05185821 11.06278   ]	
[-1.1799932  -0.01407467  9.6814575 ]	 [-1.243601    0.03095673  9.67291   ]	
[-1.1115261  -0.05176876  9.546587  ]	 [-1.097466   -0.01451198  9.545022  ]	
[-1.0267279   0.03375061  8.072069  ]	 [-1.053903   0.0306482  8.033411 ]	
[-1.3106686  -0.08248679  9.566198  ]	 [-1.333094  -0.0734165  9.411749 ]	
[-1.1501479  0.0466591  8.196515 ]	 [-1.087586    0.02783144  7.955457  ]	
[-1.1939343  -0.07230745  9.443936  ]	 [-1.207064   -0.06699181  9.359976  ]	
[-1.1143728  -0.08047388 10.926988  ]	 [-1.136105  -0.0808134 10.89549  ]	
[-0.8897654  -0.06852041 12.506955  ]	 [-0.8990564  -0.08379985 12.43981   ]	
[-0.74114645 -0.07838385 13.99034   ]	 [-0.7387929  -0.08908763 13.94853   ]	
[-0.27518678 -0.08441739 15.540206  ]	 [-0.2667699  -0.08793344 15.44998   ]	
[-0.25181073 -0.0899518  16.982702  ]	 [-0.2606325  -0.09774749 16.93255   ]	
[-0.5081459  -0.09543602 18.409487  ]	 [-0.5572996 -0.1129873 18.39455  ]	
[-0.03250515  0.14608319 16.86658   ]	 [9.546280e-04 8.933255e-02 1.690259e+01]	
[-0.34053537  0.09919937 15.39944   ]	 [-0.3545423   0.08293157 15.33979   ]	
[-1.129195   -0.02500521 14.32669   ]	 [-1.155113   0.2393971 14.22786  ]	
[ 0.38083845  0.14962073 13.329993  ]	 [ 0.09960556 -0.04194465 12.91298   ]	
[ 0.7496079   0.18393584 11.070552  ]	 [ 0.7827673   0.07459697 11.29714   ]	
[-1.5786469  0.1610424 10.522339 ]	 [-1.135799   0.5451902  9.317144 ]	
[-1.5376067  -0.16442628  8.8668165 ]	 [-0.9912221  0.3062409  8.742142 ]	
[-0.02994772 -0.12917136  7.4756794 ]	 [1.222215  0.3566457 8.072021 ]	
[-0.07953987  0.01472314  7.079051  ]	 [ 0.5661758  -0.03458142  6.979902  ]	
[-0.5463629  -0.31611514  5.686286  ]	 [-0.5084931 -0.3779435  6.252847 ]	
[ 1.2668881  -0.08621357  4.9811745 ]	 [0.7831848 0.1084066 4.712292 ]	
[ 7.9419926e-02 -3.6150962e-03  3.7472031e+00]	 [0.2337381  0.02304208 3.269655  ]	
[ 0.05283342 -0.00760838  1.4729451 ]	 [ 0.06238383 -0.00714161  1.46279   ]	
[ 3.9047796e-02 -2.4543554e-03  3.0240526e+00]	 [ 0.02627268 -0.01686494  2.979536  ]	
[-0.21354535 -0.0329511   4.505995  ]	 [-0.2291374  -0.02603707  4.459055  ]	
[-0.01034681 -0.03937121  5.914221  ]	 [-0.03357536 -0.0336835   5.964512  ]	
[ 0.85006315 -0.01582216  7.303685  ]	 [ 0.8419907  -0.05205859  7.213757  ]	
[ 1.2683637  -0.05198829  8.695456  ]	 [ 1.253943   -0.07031013  8.619213  ]	
[ 0.58428776 -0.04478274 10.204604  ]	 [ 0.5648212  -0.05911205 10.21326   ]	
[-0.19242    -0.04437988 11.785968  ]	 [-0.1859965  -0.06718726 11.69806   ]	
[-8.7258148e-01  5.5201352e-04  1.1560866e+01]	 [-0.8306625  -0.01830953 11.6268    ]	
[-1.1251659  0.0251921 10.2389345]	 [-1.120589    0.02628613 10.21439   ]	
[-0.3950122  -0.08027898 11.625609  ]	 [-0.3794544  -0.05751719 11.5486    ]	
[ 0.81254715  0.08449353 10.282746  ]	 [ 0.7625      0.05279946 10.10707   ]	
[ 1.4575098  -0.05023186  9.812518  ]	 [ 1.450267   -0.04626679  9.773432  ]	
[ 1.0839257  -0.09306018 11.344926  ]	 [ 1.085056   -0.07436829 11.30237   ]	
[ 1.1833498  -0.08623986 12.669369  ]	 [ 1.189795  -0.0934023 12.70559  ]	
[ 0.7080852  -0.08932535 14.292972  ]	 [ 0.7083468  -0.09139485 14.34226   ]	
[ 0.72216016 -0.08934037 15.799028  ]	 [ 0.7336998 -0.1015497 15.82143  ]	
[3.26252341e-01 4.48592007e-03 1.58580885e+01]	 [ 3.362532e-01 -5.954981e-03  1.585037e+01]	
[ 0.21294367  0.07794781 14.355244  ]	 [ 0.1725554   0.07843808 14.35773   ]	
[ 0.3720947   0.07077129 12.89409   ]	 [ 0.3495874   0.06913668 12.81151   ]	
[ 1.0363271  0.0593455 11.303183 ]	 [ 1.005406   0.0195026 11.48466  ]	
[ 1.517432    0.14358737 10.269469  ]	 [ 1.57079     0.07204805 10.22853   ]	
