[ 1.3953679  -0.05090712 10.063257  ]	 [ 1.424542   -0.05880184 10.00671   ]	
[1.2922324  0.05840768 8.548877  ]	 [1.30143    0.03043405 8.578663  ]	
[ 1.4584103  -0.01770853  8.346737  ]	 [ 1.491419   -0.02904242  8.428107  ]	
[ 1.4903896  -0.09060143  9.798774  ]	 [ 1.506915   -0.08311129  9.887619  ]	
[ 1.3913639  -0.08489947 11.352376  ]	 [ 1.419611   -0.09471666 11.40479   ]	
[ 0.29799676 -0.08266507 12.965551  ]	 [ 0.327342   -0.06980927 12.93588   ]	
[-1.2280576  0.0931312 11.733745 ]	 [-0.8652451  0.1011419 11.70079  ]	
[-1.2058188e+00 -5.3071231e-03  1.0247664e+01]	 [-1.244216   -0.04419396 10.35103   ]	
[-1.0657578   0.05961545  8.781957  ]	 [-1.108734    0.04063272  8.923101  ]	
[-0.96379256 -0.05706327 10.424125  ]	 [-0.953438   -0.06665584 10.43323   ]	
[-1.2993896e+00  2.7738959e-03  1.0343032e+01]	 [-1.326304  -0.0329318 10.35113  ]	
[-1.3237883e+00 -4.0532202e-03  1.0479878e+01]	 [-1.316564   -0.02770909 10.32979   ]	
[-1.2192197  -0.01513188 10.408122  ]	 [-1.220584  -0.0230134 10.32766  ]	
[-1.2261003   0.01436199  8.939973  ]	 [-1.258746    0.02273472  8.886632  ]	
[-1.23315    -0.07386182 10.290133  ]	 [-1.222739   -0.07292079 10.26699   ]	
[-1.4639539  -0.08199935 11.585837  ]	 [-1.467742   -0.09456572 11.53743   ]	
[-0.783865   -0.03673224 11.735307  ]	 [-7.086692e-01 -9.481687e-03  1.177230e+01]	
[ 0.45548254  0.11950327 10.067891  ]	 [ 0.4408956   0.04431345 10.2711    ]	
[0.8478711  0.05689405 8.817653  ]	 [1.228219   0.01474868 8.778493  ]	
[ 1.268826   -0.04371797 10.053569  ]	 [ 1.257055   -0.07237086 10.10924   ]	
[ 1.4557648  -0.01935844 10.027575  ]	 [ 1.438722   -0.03418931 10.07098   ]	
[1.6432066 0.0471871 8.652547 ]	 [1.696076   0.02929556 8.752835  ]	
[ 1.5156571e+00 -1.6234368e-03  7.3597107e+00]	 [ 1.546099  -0.0091401  7.377057 ]	
[ 1.8517487  -0.03945319  8.635042  ]	 [ 1.800924   -0.07775644  8.619241  ]	
[1.7040393  0.03483249 7.470598  ]	 [ 1.703014e+00 -1.631416e-03  7.367651e+00]	
[ 1.9971461  -0.06372474  8.741308  ]	 [ 1.921947   -0.08670933  8.641047  ]	
[1.7361392  0.02427246 7.484083  ]	 [ 1.722360e+00 -1.710653e-04  7.399482e+00]	
[ 1.8322862  -0.07520173  8.654637  ]	 [ 1.854107   -0.08475935  8.716619  ]	
[ 2.0477133  -0.05675201  8.839386  ]	 [ 2.026397   -0.05770985  8.711159  ]	
[1.8148495e+00 2.0344555e-04 8.8233366e+00]	 [ 1.796977   -0.03953866  8.778205  ]	
[ 1.9206681  -0.04460709  9.960586  ]	 [ 1.899508   -0.09683259 10.06882   ]	
[1.9532919  0.10933746 9.16368   ]	 [2.053058   0.08018948 9.025769  ]	
[ 1.5575179  -0.03547578  7.9531355 ]	 [ 1.577975   -0.07631584  7.741542  ]	
[0.990049   0.05428459 6.280904  ]	 [1.328223   0.03113557 6.2405    ]	
[1.066186   0.15122084 7.5051384 ]	 [ 1.541754   -0.06633999  7.633568  ]	
[ 1.7171973  -0.08643703  9.074897  ]	 [ 1.721616   -0.08837537  9.085088  ]	
[ 1.9841428  -0.14985113 10.449079  ]	 [ 1.928183  -0.1004492 10.24289  ]	
[ 1.2993469  -0.08579277 11.949464  ]	 [ 1.335603   -0.09905071 12.1591    ]	
[ 0.96889865 -0.08939986 13.6683    ]	 [ 0.9884474  -0.09409319 13.71423   ]	
[9.4438630e-01 1.8516332e-03 1.3764571e+01]	 [ 0.9502647  -0.02216744 13.74623   ]	
[ 0.86274356  0.04840268 13.536981  ]	 [ 0.8718414  -0.01564941 13.74172   ]	
[-0.12163436  0.02394004 13.703517  ]	 [-1.164705e-01  1.326557e-04  1.370620e+01]	
[-0.9863509   0.09383877 12.440611  ]	 [-1.026516   0.0760667 12.4893   ]	
[-1.5007793   0.02129258 11.264314  ]	 [-1.45521     0.03000446 11.26482   ]	
[-1.5007993  -0.01677577  9.953567  ]	 [-1.50378    -0.04518679  9.89255   ]	
[-0.5152316 -0.5515829  9.759604 ]	 [-0.9234459   0.04638188  8.398605  ]	
[-0.93307775 -0.06534879  9.900257  ]	 [-0.9627919  -0.06369736  9.82747   ]	
[-1.051888   -0.05339353 11.324147  ]	 [-1.061985   -0.08291398 11.32503   ]	
[-0.7806184  -0.06811945 12.907855  ]	 [-0.7860141  -0.08295185 12.86107   ]	
[-0.518859   -0.07545178 14.408084  ]	 [-0.5064964 -0.0857373 14.36749  ]	
[-0.24188021 -0.07876198 15.808578  ]	 [-0.2664685 -0.0911346 15.87033  ]	
[ 0.03476262 -0.08882146 17.377218  ]	 [ 0.042243   -0.09834117 17.34807   ]	
[-0.176305    0.01858075 17.306467  ]	 [-1.465688e-01 -5.233660e-03  1.735719e+01]	
[ 0.0984599  0.0830905 15.935924 ]	 [ 0.09010887  0.08684477 15.83545   ]	
[-0.0235756   0.07072951 14.2327385 ]	 [-0.04159498  0.08053637 14.29629   ]	
[-0.1501059   0.06721379 12.724139  ]	 [-0.1745286   0.07115356 12.7696    ]	
[ 1.1286814   0.15208544 11.615547  ]	 [ 1.002728   0.2238963 11.40671  ]	
[ 1.4228013   0.01810153 10.211207  ]	 [ 1.433587   -0.03133109 10.4532    ]	
[1.3281835  0.05597912 8.996042  ]	 [ 1.59921   -0.1995842  9.382898 ]	
[0.8906756  0.06124894 7.8812456 ]	 [0.883625   0.07462577 7.885805  ]	
[ 0.1399014 -0.068803   9.331382 ]	 [ 0.1673486 -0.049184   9.357391 ]	
[-0.38711488 -0.06568621 10.85464   ]	 [-0.3881683  -0.06560308 10.82163   ]	
[-0.40559593 -0.07756709 12.327174  ]	 [-0.421205   -0.07303022 12.30942   ]	
[-0.44749388 -0.06770353 13.835547  ]	 [-0.4313107  -0.08167604 13.79365   ]	
[-0.02536881 -0.07881241 15.3029375 ]	 [-0.02319527 -0.08606548 15.28373   ]	
[ 0.42727768  0.02120288 15.253886  ]	 [ 4.266057e-01 -8.532256e-03  1.525724e+01]	
[ 0.72195333 -0.02388375 15.288062  ]	 [ 7.370520e-01 -1.376049e-02  1.520337e+01]	
[ 0.7819516   0.06195845 13.887746  ]	 [ 0.7764835   0.06181034 13.70377   ]	
[ 0.40704644 -0.10196011 15.151796  ]	 [ 0.3919926  -0.08073303 15.16438   ]	
[ 0.88871443 -0.10673003 16.392277  ]	 [ 0.9330454  -0.08736111 16.1807    ]	
[ 0.56459415  0.07957084 14.819919  ]	 [ 0.5689919   0.06594567 15.10149   ]	
[-0.494408   -0.09676115 16.14431   ]	 [-0.5175869  -0.08204656 16.23125   ]	
[ 0.11360121  0.02909191 16.294146  ]	 [ 1.641431e-01 -7.929780e-03  1.634737e+01]	
[ 0.6840531  -0.08509938 17.683376  ]	 [ 0.7299728 -0.1028057 17.64573  ]	
[-0.302919   -0.06352489 18.778143  ]	 [-0.3199899  -0.09409818 18.93481   ]	
[-0.6389094  0.3006143 17.578821 ]	 [-0.7673588   0.06128086 17.696     ]	
[ 0.73379815  0.5235016  17.574553  ]	 [ 0.690021   0.5075349 17.04817  ]	
[ 0.35578823 -0.6127921  16.30453   ]	 [ 0.7172379 -0.6639574 16.31569  ]	
[-0.07183332 -0.00653809  1.4764318 ]	 [-0.07630572 -0.00724088  1.480058  ]	
[-0.03070526 -0.01502696  3.0161448 ]	 [-0.0344123  -0.01699736  2.997946  ]	
[ 0.08048271 -0.02381395  4.5103207 ]	 [ 0.09567589 -0.02562225  4.491768  ]	
[-0.41026285 -0.02594157  5.9880724 ]	 [-0.4408246 -0.036734   5.933196 ]	
[-0.15988985 -0.03921025  7.4790173 ]	 [-0.140263   -0.04203917  7.44835   ]	
[-0.20491233 -0.03378414  8.953701  ]	 [-0.200537   -0.05126715  8.933023  ]	
[-0.05344575 -0.05062692 10.468662  ]	 [-0.06266922 -0.05899538 10.42939   ]	
[-0.18103433 -0.06439482 11.921638  ]	 [-0.176483   -0.06824196 11.92219   ]	
[-0.32317725 -0.06325142 13.431943  ]	 [-0.3366632 -0.0783781 13.39239  ]	
[-0.5435779  -0.08363132 14.881148  ]	 [-0.5350158  -0.09108549 14.87011   ]	
[-0.35624993 -0.10380308 16.444317  ]	 [-0.3550892  -0.09537172 16.35182   ]	
[-2.2731078e-01 -4.4748187e-05  1.6437778e+01]	 [-2.378469e-01 -5.359855e-03  1.636520e+01]	
[-0.8381381  -0.12046747 17.519928  ]	 [-0.8692412  -0.08555667 17.31989   ]	
[-0.56003505  0.18027015 15.846352  ]	 [-0.5771174   0.07047363 16.15115   ]	
[-0.03287291  0.0549453  14.501687  ]	 [-0.06774473  0.08374    14.60578   ]	
[-0.8474113   0.08080097 13.245362  ]	 [-0.8926334   0.08303922 13.4501    ]	
[-0.4621752  0.0774978 13.054316 ]	 [-2.823400e-01  2.309285e-03  1.312197e+01]	
[ 8.3062607e-01 -6.8642348e-03  1.3020539e+01]	 [ 0.8681793  -0.02667309 12.95524   ]	
[ 0.05747188  0.05602755 11.463028  ]	 [-0.0214839   0.06262134 11.44768   ]	
[1.3875368  0.85956424 9.296193  ]	 [1.707506  0.7588274 8.847291 ]	
[ 0.0458349 -0.4113515  8.815421 ]	 [-0.8476421  0.3682221  8.297878 ]	
[-2.8093293   0.24418087  7.598153  ]	 [-2.692446   0.1198767  7.050989 ]	
[1.4574889 1.3045911 6.864416 ]	 [1.151748 1.682326 6.126163]	
[ 0.40049407 -0.06137159  1.6870985 ]	 [ 0.1916307  -0.00704933  1.421734  ]	
[ 0.24164963 -0.04278788  3.0261574 ]	 [ 0.2831575  -0.01700497  2.92718   ]	
[ 0.5540759  -0.02548195  4.447449  ]	 [ 0.523836   -0.02719106  4.399153  ]	
[ 1.2982428  -0.01847927  5.7221365 ]	 [ 1.199614   -0.04772241  5.671495  ]	
[ 1.1631767  -0.04184334  7.3498135 ]	 [ 1.112154   -0.05184874  7.242656  ]	
[ 1.6407324  -0.06877558  8.534586  ]	 [ 1.640949   -0.08190697  8.502986  ]	
[ 1.8774718  -0.10673462  9.836615  ]	 [ 1.867537   -0.09921181  9.85071   ]	
[1.8011897  0.05801667 8.764374  ]	 [1.839187   0.01235991 8.897338  ]	
[ 1.878942   -0.09006111 10.134081  ]	 [ 1.878164  -0.1002407 10.19771  ]	
[2.0181022  0.08351834 9.113407  ]	 [2.021833   0.08025423 9.131649  ]	
[ 1.8775233  -0.04084347  7.990983  ]	 [ 1.960824   -0.04096785  7.900378  ]	
[ 1.5360599  -0.03671889  6.659398  ]	 [1.550840e+00 3.917821e-03 6.577434e+00]	
[1.0998533  0.01777051 4.9982433 ]	 [1.096355   0.02672451 5.156418  ]	
[ 1.0998611  -0.03652494  6.565567  ]	 [ 1.135371   -0.04616433  6.617414  ]	
[ 1.1883717  -0.04533736  8.25171   ]	 [ 1.166664  -0.0614503  8.136868 ]	
[ 1.227606  -0.0659083  9.617414 ]	 [ 1.22514    -0.07482085  9.651623  ]	
[ 1.4193051  -0.08483855 11.01275   ]	 [ 1.414519   -0.09189513 11.05758   ]	
[ 1.5611694  0.0253358 10.003714 ]	 [1.557867  0.0240064 9.887491 ]	
[ 1.8094022  -0.06379567  9.666452  ]	 [ 1.839208   -0.08079714  9.743398  ]	
[1.7932404  0.03582712 8.392409  ]	 [ 1.779664e+00 -4.182369e-03  8.441006e+00]	
[ 1.8693155 -0.0640621  8.272228 ]	 [ 1.861913   -0.03979513  8.26118   ]	
[ 1.8536061e+00 -3.9778203e-03  8.2600441e+00]	 [ 1.855396   -0.04354696  8.243587  ]	
[ 1.8780020e+00 -3.4729093e-03  8.1965570e+00]	 [ 1.891485   -0.04532732  8.212825  ]	
[ 1.8676293  -0.01737492  8.227751  ]	 [ 1.858781   -0.04318347  8.20899   ]	
[ 1.6606455  -0.09948473  9.857889  ]	 [ 1.658551   -0.08577971  9.759879  ]	
[ 1.1150082  -0.06167214 11.41594   ]	 [ 1.136974   -0.08187555 11.42127   ]	
[ 0.3520487  -0.06994168 12.942094  ]	 [ 0.3555977  -0.07257376 12.95186   ]	
[-0.14261463 -0.07899182 14.463517  ]	 [-0.1824083  -0.08291491 14.44172   ]	
[-1.4199680e-01 -1.0017604e-03  1.4572827e+01]	 [-1.473090e-01 -4.182854e-03  1.444884e+01]	
[7.0513701e-01 7.4921399e-03 1.4397543e+01]	 [ 7.186575e-01 -1.424299e-02  1.433984e+01]	
[ 1.2770586  0.1258368 13.309446 ]	 [ 1.296249    0.09168243 13.26901   ]	
[ 1.5964193  0.0533032 12.303386 ]	 [ 1.569694    0.04549435 12.30399   ]	
[ 0.9373848   0.01682819 10.941793  ]	 [ 0.8819981   0.02853667 10.86302   ]	
[0.4515972  0.07789715 9.277656  ]	 [0.473506   0.05883098 9.361855  ]	
[ 0.7373376  -0.06715618 10.791162  ]	 [ 0.7008033  -0.06519175 10.76863   ]	
[ 1.1158743  -0.08000337 12.195338  ]	 [ 1.125158   -0.08857214 12.10027   ]	
[ 0.8405534   0.03998174 10.897979  ]	 [ 0.8414092   0.04384218 10.76671   ]	
[ 0.798187   -0.08399926 12.236908  ]	 [ 0.7970018  -0.07298914 12.17653   ]	
[ 0.91235274 -0.07511823 13.663156  ]	 [ 0.9203224  -0.09449963 13.67362   ]	
[ 1.1203288  -0.10497408 14.947898  ]	 [ 1.089561  -0.1020294 14.98341  ]	
[ 0.9563618   0.04704113 13.789404  ]	 [ 0.9640527   0.04684489 13.71821   ]	
[ 0.42145413 -0.10460655 15.132007  ]	 [ 0.3927679 -0.0790935 15.13747  ]	
[ 1.0474281  -0.10497729 16.319529  ]	 [ 1.006902   -0.02253006 15.99327   ]	
[ 0.76704323  0.07274707 14.879732  ]	 [ 0.7758045   0.03152674 14.8995    ]	
[-0.56366336  0.15642644 13.509255  ]	 [-0.6054578   0.09512372 13.71256   ]	
[-0.5333466  -0.06503575 14.908821  ]	 [-0.6307995  -0.08921705 14.80686   ]	
[-0.36582392  0.06205954 13.370547  ]	 [-0.3476741   0.07120097 13.33542   ]	
[-1.2807751   0.13439412 12.123731  ]	 [-1.182116   0.1888388 12.16807  ]	
[-0.87661064 -0.06980596 10.81947   ]	 [-0.8728428  -0.04466553 10.84384   ]	
[-0.4273743   0.04274471  9.310501  ]	 [-0.4738748   0.06664792  9.30262   ]	
[-0.67436016 -0.06140999 10.772878  ]	 [-0.6811924  -0.06498528 10.7128    ]	
[-0.09774625 -0.07176451 12.245046  ]	 [-0.1064     -0.06891365 12.22565   ]	
[ 0.70194227 -0.07840054 13.640363  ]	 [ 0.6808572  -0.08423361 13.56771   ]	
[-0.08356503 -0.10096793 15.257725  ]	 [-0.1409564  -0.08854156 15.11591   ]	
[-1.0749869   0.13563402 13.975406  ]	 [-1.070477  0.173471 14.04764 ]	
[-9.5237708e-01 -1.1767194e-02  1.2759763e+01]	 [-0.981544  -0.0487681 12.66588  ]	
[-0.73428977  0.07902522 11.277006  ]	 [-0.8100834   0.06687522 11.14139   ]	
[-1.0078344   0.05183329  9.610141  ]	 [-1.032661    0.03272911  9.622071  ]	
[-0.83392465 -0.06009726 11.104882  ]	 [-0.7981219  -0.06375673 10.97145   ]	
[-0.73073804 -0.05837511 12.481873  ]	 [-0.7357149  -0.08023807 12.4946    ]	
[-9.9435538e-01 -3.2209605e-03  1.2468524e+01]	 [-1.007451   -0.02398508 12.46132   ]	
[-1.0160179  -0.04826157 12.488469  ]	 [-1.032462  -0.0208726 12.43677  ]	
[-1.1444623   0.03425236 11.171849  ]	 [-1.153206    0.02829364 11.07362   ]	
[-1.3625627  -0.08967547 12.222718  ]	 [-1.368754   -0.08920585 12.23107   ]	
[-1.3482358   0.03792949 11.129946  ]	 [-1.229464    0.02448915 11.00549   ]	
[-0.5640056  -0.07430618 12.405961  ]	 [-0.5367954  -0.06541388 12.43774   ]	
[ 0.10103476 -0.06978922 13.944749  ]	 [ 0.0829668  -0.07907195 13.94258   ]	
[ 0.06362987 -0.07705729 15.458336  ]	 [ 0.06347513 -0.08763861 15.42663   ]	
[ 0.36837083 -0.08902459 16.872591  ]	 [ 0.3880677  -0.09969642 16.89525   ]	
[ 5.1389146e-01 -7.6032132e-03  1.7005428e+01]	 [ 4.879532e-01 -1.015595e-02  1.688440e+01]	
[ 0.55798036  0.08176894 15.450324  ]	 [ 0.5615882   0.07674117 15.35775   ]	
[ 0.17393327  0.017657   15.08426   ]	 [1.644722e-01 2.416917e-03 1.530157e+01]	
[-0.8212192   0.10587759 14.080306  ]	 [-0.8013661   0.08694243 14.11548   ]	
[-0.26573712  0.13020058 12.491897  ]	 [-7.789612e-03  6.979817e-02  1.236379e+01]	
[ 1.0331527   0.11730804 11.088673  ]	 [ 1.079746    0.07320355 11.1348    ]	
[ 1.2492856  -0.03579287 10.857487  ]	 [ 1.2585     -0.05257914 10.82949   ]	
[1.1527393  0.05219175 9.360196  ]	 [1.164856   0.03729138 9.334085  ]	
[ 1.1896017  -0.05874912 10.723016  ]	 [ 1.19311    -0.07723668 10.7747    ]	
[1.5536509  0.03235413 9.5828085 ]	 [1.54178    0.05288669 9.531124  ]	
[1.3339857  0.01672663 8.058561  ]	 [1.292798e+00 5.649261e-03 8.080842e+00]	
[ 1.5034845  -0.06422471  9.427518  ]	 [ 1.512987   -0.07300571  9.41542   ]	
[ 1.6535968  -0.10343908 10.76434   ]	 [ 1.653952   -0.09848337 10.79611   ]	
[1.5859299 0.0296215 9.7439165]	 [1.606674e+00 7.240772e-04 9.765271e+00]	
[1.3873703  0.04420717 8.344977  ]	 [1.38401    0.02201729 8.278535  ]	
[ 1.6049986  -0.06983607  9.555761  ]	 [ 1.601704  -0.0811981  9.574837 ]	
[ 1.9401133  -0.12470226 10.650615  ]	 [ 1.884904   -0.09825391 10.5597    ]	
[1.829203   0.03442259 9.711667  ]	 [1.821789   0.02015179 9.613257  ]	
[1.4195077  0.01146187 8.310631  ]	 [1.392408   0.01613113 8.249403  ]	
[ 1.6204767  -0.07572107  9.570724  ]	 [ 1.624033  -0.0796731  9.560528 ]	
[ 1.8393127  -0.02041887  9.669677  ]	 [ 1.85764    -0.05584615  9.576283  ]	
[ 1.7692782  -0.10326646 10.856013  ]	 [ 1.81236   -0.1011769 10.92365  ]	
[ 1.9150257   0.07848586 10.049321  ]	 [1.90497    0.07666509 9.93331   ]	
[ 1.6840237  -0.03001456  8.846102  ]	 [ 1.706334   -0.06725834  8.663938  ]	
[0.846928   0.08097638 7.419716  ]	 [0.8149094  0.05090411 7.283592  ]	
[ 0.14719659 -0.04463242 10.3388195 ]	 [ 0.1727238 -0.0590008 10.32516  ]	
[-0.6206981  -0.05807917 11.74401   ]	 [-0.6357028  -0.07484654 11.72426   ]	
[-0.9389379  -0.08082907 13.128407  ]	 [-0.9905138  -0.09473139 13.16187   ]	
[-1.4883685   0.10601993 12.00561   ]	 [-1.255818    0.03606601 11.99373   ]	
[-1.3136572   0.02076717 10.596814  ]	 [-1.329152e+00  3.784820e-03  1.067541e+01]	
[-0.20283465 -0.0165901   1.405744  ]	 [-0.1926051  -0.00632915  1.317195  ]	
[-0.35839236 -0.01150666  3.010055  ]	 [-0.3334068  -0.01656666  2.81335   ]	
[-0.07506861 -0.11470975  4.148078  ]	 [-0.06732285 -0.02442904  4.327559  ]	
[-0.5796998  -0.02095594  5.8055363 ]	 [-0.6053083  -0.03771423  5.74476   ]	
[-0.7288168  -0.01697527  7.239418  ]	 [-0.7361019  -0.04653654  7.238276  ]	
[-0.97752345 -0.05101041  8.667186  ]	 [-0.9284041  -0.06058175  8.698071  ]	
[-0.97267294 -0.04903077 10.178827  ]	 [-0.9587731  -0.07077012 10.2065    ]	
[-1.1002285  -0.06654428 11.6708765 ]	 [-1.115461   -0.08759236 11.67105   ]	
[-1.2352846  -0.02212904 11.777549  ]	 [-1.230397   -0.03153533 11.67375   ]	
[-1.061815   -0.01170157 11.6736965 ]	 [-1.078766   -0.02051476 11.6817    ]	
[-1.1751397  -0.01193421 11.699326  ]	 [-1.180446   -0.02608582 11.64468   ]	
[-1.3168838  -0.04104768 11.735894  ]	 [-1.311161   -0.03224421 11.59398   ]	
[-1.096217   -0.05617397 12.896799  ]	 [-1.12214    -0.09243739 13.08491   ]	
[-1.4193474   0.06640871 11.946057  ]	 [-1.427679    0.08073795 12.021     ]	
[-1.38053370e+00 -9.96963680e-03  1.07841425e+01]	 [-1.376999   -0.04614887 10.68244   ]	
[-0.87193304  0.09071709  9.094694  ]	 [-0.8709009   0.05189389  9.141754  ]	
[-0.5894916  -0.05064408 10.671344  ]	 [-0.5734348  -0.05813854 10.5862    ]	
[-0.34355825 -0.05871092 12.122596  ]	 [-0.3658648  -0.07062726 12.07908   ]	
[ 0.06090927 -0.06199329 13.59233   ]	 [ 0.0686202  -0.07696787 13.57691   ]	
[ 0.19648373 -0.07500939 15.089859  ]	 [ 0.2088165  -0.08629614 15.06653   ]	
[6.7161155e-01 6.4422637e-03 1.5026408e+01]	 [ 0.6999826  -0.01622781 15.01824   ]	
[ 0.87902504 -0.01781218 14.940764  ]	 [ 0.8916647  -0.01962009 14.97544   ]	
[ 1.0146869e+00 -1.3605639e-02  1.4965714e+01]	 [ 1.010473   -0.02402431 14.9359    ]	
[ 8.0919915e-01 -5.0905198e-03  1.5052375e+01]	 [ 7.725692e-01 -1.264251e-02  1.493511e+01]	
[ 0.8459571   0.06788798 13.614312  ]	 [ 0.8197001   0.05763689 13.45817   ]	
[-0.3445496   0.05932625 13.213103  ]	 [-3.156606e-01 -7.078797e-04  1.330908e+01]	
[-1.0648972   0.08779784 11.891061  ]	 [-1.074904  0.050793 12.06214 ]	
[-1.3508782  -0.09152012 10.832021  ]	 [-1.449059    0.02396728 10.73968   ]	
[-1.4845994  -0.03511868  9.455457  ]	 [-1.556623   -0.03917386  9.395512  ]	
[-0.4554935  -0.73476326  9.95337   ]	 [-1.069975    0.03758912  7.899532  ]	
[-1.1264672  -0.07506882  9.379711  ]	 [-1.112601   -0.06285767  9.24621   ]	
[-1.6277858  -0.08031468 10.490209  ]	 [-1.612328   -0.08919187 10.32956   ]	
[-1.5267359   0.02012743  9.238737  ]	 [-1.675362e+00 -1.658708e-03  9.343057e+00]	
[-1.275921    0.02179427  8.062151  ]	 [-1.260588    0.02692276  7.862695  ]	
[-1.1843494  -0.07875799  9.470656  ]	 [-1.167814   -0.06441041  9.358808  ]	
[-1.6858053  -0.07824759 10.590957  ]	 [-1.679048   -0.08899219 10.33701   ]	
[-1.5509917  -0.06802838 11.767787  ]	 [-1.535938  -0.1073203 12.00284  ]	
[-0.8351149 -0.0755816 13.672576 ]	 [-0.8412349 -0.0905643 13.73437  ]	
[-0.8063555   0.04615994 12.3063965 ]	 [-0.822546    0.04962655 12.30353   ]	
[-1.0781506   0.04295637 10.869943  ]	 [-1.058881    0.03409694 10.86174   ]	
[-1.1509697  -0.02425359 10.732537  ]	 [-1.114212  -0.0179915 10.67863  ]	
[-1.0396804e+00 -9.6449107e-03  1.0579047e+01]	 [-1.074775   -0.01968254 10.66749   ]	
[-1.5627675  -0.09645347 11.684249  ]	 [-1.603941   -0.08795914 11.45887   ]	
[-2.3809385   0.14527602 10.820986  ]	 [-1.382749    0.01246291 10.54211   ]	
[-0.32898557  0.08786564  8.888311  ]	 [-0.2919679   0.05412025  9.012699  ]	
[ 4.2796123e-01 -1.6699284e-03  1.0404010e+01]	 [ 0.4095259 -0.0582809 10.39736  ]	
[ 0.8194815  -0.08508025 11.797797  ]	 [ 0.7882218 -0.0797156 11.84716  ]	
[ 1.2250738 -0.0391631 11.8799925]	 [ 1.173729   -0.03061491 11.77444   ]	
[ 1.414715   -0.02884381 11.701013  ]	 [ 1.41487    -0.03792407 11.69809   ]	
[1.4920018e+00 7.4076205e-03 1.0537301e+01]	 [1.471343e+00 3.321782e-03 1.047000e+01]	
[ 1.1688404 -0.0655071 11.857067 ]	 [ 1.191689   -0.08167666 11.86074   ]	
[ 1.314523   -0.09577529 13.216678  ]	 [ 1.32698   -0.0967577 13.14739  ]	
[ 1.0284779   0.06309326 11.945814  ]	 [ 1.051284    0.03892943 11.94443   ]	
[ 0.7897152  -0.09201537 13.395888  ]	 [ 0.7881023  -0.07978389 13.41462   ]	
[ 0.98015594 -0.08692162 14.875151  ]	 [ 1.001927  -0.0985182 14.77843  ]	
[-0.21723363  0.18754633 13.398216  ]	 [-0.2099522   0.05637592 13.48063   ]	
[-1.2854007e+00 -6.6332519e-04  1.3315741e+01]	 [-1.223552   0.1008721 13.16138  ]	
[-1.2645371 -0.0259537 12.179515 ]	 [-1.412241 -0.102162 12.32975 ]	
[-1.722809   0.0750124 11.23924  ]	 [-1.732164    0.04388592 11.06073   ]	
[-1.3426421e+00  4.2943507e-03  9.6405878e+00]	 [-1.335980e+00  4.017442e-03  9.598273e+00]	
[-0.6757976  0.0487224  8.123695 ]	 [-0.6930695   0.04884388  8.17732   ]	
[-1.0482552  -0.07910435  9.772896  ]	 [-1.116622   -0.06828994  9.526173  ]	
[-1.08327    -0.05614905 11.050645  ]	 [-1.097044   -0.08151049 11.05712   ]	
[-1.3261504  -0.03348856 11.075349  ]	 [-1.287998   -0.03276697 11.02763   ]	
[-1.2886385 -0.0852776 12.534419 ]	 [-1.295268   -0.09439579 12.47074   ]	
[-1.2593299   0.01356031 11.26917   ]	 [-1.241014    0.02287129 11.21823   ]	
[-1.2107939  -0.08073758 12.496451  ]	 [-1.212661   -0.08696274 12.51102   ]	
[-1.035961   -0.07517175 13.983292  ]	 [-1.037022  -0.1005874 14.07213  ]	
[-0.60500026 -0.08353285 15.721662  ]	 [-0.5846928  -0.09449525 15.61235   ]	
[ 0.14846343  0.10688861 14.280751  ]	 [ 0.1076989   0.07454323 14.15511   ]	
[ 0.90091896  0.10159679 12.9622555 ]	 [ 0.9183944   0.04284595 12.84164   ]	
[ 1.4304037  0.1182787 11.819312 ]	 [ 1.404035    0.04797904 11.5702    ]	
[ 1.2869782  0.0423487 10.075122 ]	 [1.272367e+00 7.294729e-03 1.007586e+01]	
[1.1239767  0.05262174 8.586766  ]	 [1.127217   0.03493211 8.537479  ]	
[ 1.3340387  -0.06983154  9.944555  ]	 [ 1.329069   -0.07602992  9.907901  ]	
[ 1.6565711  -0.10276119 11.007979  ]	 [ 1.610903   -0.09557919 11.14245   ]	
[ 1.6725259   0.03266914 10.135297  ]	 [ 1.660033    0.02567616 10.12226   ]	
[ 1.4891865  -0.08741407 11.371604  ]	 [ 1.503924   -0.09525553 11.49162   ]	
[ 1.0115604  0.054419  10.306223 ]	 [ 1.016149    0.04013733 10.14645   ]	
[ 0.55060315 -0.05339091 11.588737  ]	 [ 0.6093376  -0.06386516 11.62688   ]	
[ 1.224447  -0.0900567 12.896831 ]	 [ 1.232963   -0.08238294 12.54808   ]	
[ 1.6379206   0.11924954 11.683398  ]	 [ 1.63127    0.1016288 11.67035  ]	
[ 1.6209383  -0.03282343 10.580155  ]	 [ 1.60304    -0.02333744 10.4866    ]	
[1.1718515e+00 5.0394088e-03 8.9667740e+00]	 [1.146715  0.0381142 9.031107 ]	
[0.6511806  0.04071642 7.507519  ]	 [0.654531   0.04232415 7.56106   ]	
[ 0.5313353  -0.04133771  9.005697  ]	 [ 0.4909301 -0.04898    8.979782 ]	
[ 0.39704388 -0.05387883 10.508891  ]	 [ 0.3816271  -0.06129871 10.47769   ]	
[ 0.14039516 -0.03754424 12.048422  ]	 [ 0.1593256 -0.0680594 11.98669  ]	
